CUSTOMER_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,SCR,HOLDING PERIOD,ACCOUNT TYPE,LENGTH OF RELATIONSHIP IN MONTHS,Number of Credit Transactions,Number of debit transactions,Total No. of Transaction,No. of Branch Cash Withdrawal Transactions,No. of ATM Debit Transactions,No. of Net Debit Transactions,No. of Mobile Banking Debit Transactions,No. of Cheque Debit Transactions,"Has Credit Card - 1: Yes, 0: No",Amount Withdrawn from ATM,Amount cash withdrawn from Branch ,Amount debited by Cheque Transactions,Amount debited by Net Transactions,Amount debited by Mobile Banking Transactions,Total Amount Debited,Has any banking charges,Amount charged by way of the Other Bank ATM usage,Amount charged by way Minimum Balance not maintained,Amount charged by way Inward Cheque Bounce,Amount charged by way Outward Cheque Bounce,Avg. Amt withdrawn per ATM Transaction,Avg. Amt withdrawn per Cash Withdrawal Transaction,Avg. Amt debited per Cheque Transaction,Avg. Amt debited per Net Transaction,Avg. Amt debited per Mobile Banking Transaction,"Has Nominee - 1: Yes, 0: No","Has any earlier loan - 1: Yes, 0: No"
9295,0,44,MALE,107167.71,PROFESSOR,397,8,SA,157,19,15,34,3,2,4,1,5,1,0,204980,364520,962658,8754,1554212,0,0,0,0,0,6650,68326.67,72904,240664.5,8754,1,0
16232,0,29,FEMALE,777039.54,DEPENDANTS,849,18,CA,111,16,21,37,8,2,6,1,4,0,0,869400,808250,25921,176614,1896485,0,0,0,0,0,8150,108675,202062.5,4320.17,176614,1,0
17129,0,51,MALE,4250.83,SELF EMPLOYEE,731,1,SA,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5165,0,34,FEMALE,1357027.91,DEPENDANTS,162,27,SA,157,13,2,15,1,1,0,0,0,0,0,871390,0,0,0,880290,0,0,0,0,0,8900,871390,0,0,0,0,0
2451,0,45,FEMALE,1629312.06,PROFESSOR,218,14,SA,163,2,1,3,0,0,0,0,1,0,900,0,18730,0,0,18730,0,0,0,0,0,0,0,18730,0,0,1,1
17355,0,32,MALE,104691.34,DEPENDANTS,251,29,SA,34,14,1,15,0,1,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,2200,0,0,0,0,1,1
17135,0,34,MALE,235170.8,SALARIED EMPLOYEE,325,24,CA,126,55,2,57,2,0,0,0,0,0,22100,479520,0,0,0,479520,0,0,0,0,0,0,239760,0,0,0,1,1
1887,0,26,MALE,1136890.47,DEPENDANTS,368,21,SA,55,16,1,17,0,1,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,7000,0,0,0,0,0,1
16126,0,30,MALE,1881003.87,PROFESSOR,745,24,SA,163,11,4,15,3,1,0,0,0,0,10400,384360,0,0,0,397760,0,0,0,0,0,13400,128120,0,0,0,0,1
13418,0,45,MALE,2913.86,DEPENDANTS,736,25,SA,127,11,2,13,1,1,0,0,0,1,6100,720160,0,0,0,738860,0,0,0,0,0,18700,720160,0,0,0,1,0
17566,0,34,MALE,562518.87,DEPENDANTS,178,31,CA,74,28,4,32,1,1,1,1,0,0,11000,688920,0,36799,79119,815338,0,0,0,0,0,10500,688920,0,36799,79119,1,1
6526,0,23,MALE,425436.63,DEPENDANTS,299,22,SA,75,11,2,13,0,1,0,1,0,0,34700,0,0,0,52626,57026,0,0,0,0,0,4400,0,0,0,52626,1,1
13221,0,28,MALE,1235167.02,DEPENDANTS,231,26,CA,108,60,2,62,0,1,1,0,0,0,16400,0,0,444771,0,452971,0,0,0,0,0,8200,0,0,444771,0,1,1
18497,0,52,MALE,320090.1,PROFESSOR,150,26,SA,182,16,1,17,0,1,0,0,0,0,4400,0,0,0,0,15600,0,0,0,0,0,15600,0,0,0,0,1,1
16175,0,29,MALE,286792.09,SELF EMPLOYEE,114,4,SA,176,2,2,4,0,0,0,0,2,0,0,0,57040,0,0,57040,0,0,0,0,0,0,0,28520,0,0,1,0
12265,0,49,MALE,16238.21,SELF EMPLOYEE,657,12,SA,179,13,7,20,4,1,1,0,1,0,4500,908860,0,73867,0,985327,0,0,0,0,0,2600,227215,0,73867,0,1,0
18501,0,50,MALE,49390.93,PROFESSOR,214,10,CA,94,63,62,125,0,10,19,24,9,0,7300,0,1696330,760324,34707,2545761,1,70,0,0,0,5440,0,188481.11,40017.05,1446.12,1,0
12731,0,55,MALE,4955.65,SALARIED EMPLOYEE,450,18,SA,106,5,4,9,1,0,0,0,3,0,300,811050,88840,0,0,899890,0,0,0,0,0,0,811050,29613.33,0,0,0,0
19158,0,26,MALE,727073.95,PROFESSOR,502,9,SA,141,6,5,11,0,1,0,0,4,0,1800,0,89370,0,0,100570,1,0,0,1,0,11200,0,22342.5,0,0,1,0
8959,0,38,MALE,187627.27,SELF EMPLOYEE,313,5,SA,181,4,3,7,1,0,0,0,2,0,13300,472460,30940,0,0,503400,0,0,0,0,0,0,472460,15470,0,0,1,1
17980,0,53,FEMALE,1965093.55,DEPENDANTS,660,22,SA,187,11,2,13,2,0,0,0,0,0,0,256900,0,0,0,256900,0,0,0,0,0,0,128450,0,0,0,1,1
1890,0,41,MALE,31069.98,SALARIED EMPLOYEE,159,22,SA,157,6,4,10,1,2,0,0,1,1,8900,171290,98120,0,0,273210,0,0,0,0,0,1900,171290,98120,0,0,1,1
4661,0,40,MALE,704438.51,PROFESSOR,358,8,SA,178,17,14,31,4,2,3,1,4,1,0,235180,97720,774044,133008,1261352,0,0,0,0,0,10700,58795,24430,258014.67,133008,1,0
12876,0,38,MALE,457782.18,DEPENDANTS,251,18,SA,167,10,6,16,1,1,0,0,4,0,2200,732860,33430,0,0,786090,0,0,0,0,0,19800,732860,8357.5,0,0,0,1
13774,0,42,MALE,60083.32,SELF EMPLOYEE,404,13,SA,89,2,2,4,0,0,0,0,2,0,0,0,45560,0,0,45560,0,0,0,0,0,0,0,22780,0,0,1,0
8999,0,32,MALE,58059.04,PROFESSOR,673,20,SA,120,7,7,14,0,1,1,0,5,0,7000,0,843030,277818,0,1121348,0,0,0,0,0,500,0,168606,277818,0,1,0
4323,0,35,MALE,108144.88,SALARIED EMPLOYEE,590,11,SA,63,9,5,14,1,1,1,0,2,0,13400,518930,77530,749310,0,1346270,0,0,0,0,0,500,518930,38765,749310,0,0,0
19983,0,55,FEMALE,15830.44,PROFESSOR,852,25,SA,170,9,4,13,1,1,1,1,0,0,18700,793180,0,157413,66351,1020344,0,0,0,0,0,3400,793180,0,157413,66351,1,1
8025,0,41,MALE,309275.47,SALARIED EMPLOYEE,569,10,SA,106,3,2,5,1,0,0,0,1,0,10500,183630,0,0,0,183630,0,0,0,0,0,0,183630,0,0,0,1,0
7208,0,27,MALE,1215924.23,SALARIED EMPLOYEE,124,24,SA,54,2,1,3,1,0,0,0,0,0,4400,930120,0,0,0,930120,0,0,0,0,0,0,930120,0,0,0,1,0
12324,0,48,MALE,484964.02,DEPENDANTS,208,13,SA,105,16,15,31,1,2,4,1,7,0,0,771130,466330,156107,34335,1468002,0,0,0,0,0,20050,771130,66618.57,39026.75,34335,1,0
11422,0,44,MALE,107729.01,SELF EMPLOYEE,373,18,SA,220,7,7,14,3,1,1,0,2,1,2600,405400,11920,450436,0,887556,1,0,0,0,0,19800,135133.33,5960,450436,0,1,1
10172,0,30,MALE,262104.45,SALARIED EMPLOYEE,995,26,SA,159,6,1,7,0,0,1,0,0,0,54400,0,0,478981,0,478981,0,0,0,0,0,0,0,0,478981,0,1,0
3286,0,27,MALE,244434.44,PROFESSOR,846,16,SA,76,4,3,7,1,0,0,0,2,1,0,998990,51400,0,0,1050390,0,0,0,0,0,0,998990,25700,0,0,0,0
849,0,39,MALE,187084.44,DEPENDANTS,686,11,SA,196,2,1,3,1,0,0,0,0,1,11200,183800,0,0,0,183800,0,0,0,0,0,0,183800,0,0,0,1,1
11125,0,55,MALE,947169.89,SALARIED EMPLOYEE,425,4,SA,34,11,8,19,3,1,0,0,4,0,10000,454080,19760,0,0,475140,0,0,0,0,0,1300,151360,4940,0,0,1,0
18007,0,52,FEMALE,30607.53,SALARIED EMPLOYEE,133,19,SA,196,11,5,16,1,1,1,0,2,0,0,78850,78040,489339,0,663429,0,0,0,0,0,17200,78850,39020,489339,0,1,1
13307,0,30,MALE,282660.03,SALARIED EMPLOYEE,473,20,SA,29,10,5,15,1,1,1,0,2,0,21400,961420,97170,810486,0,1883776,0,0,0,0,0,14700,961420,48585,810486,0,1,1
14904,0,39,MALE,1483563.55,DEPENDANTS,122,22,SA,166,7,2,9,2,0,0,0,0,0,19800,486770,0,0,0,486770,0,0,0,0,0,0,243385,0,0,0,1,0
10541,0,25,FEMALE,605124.61,PROFESSOR,530,18,SA,170,9,5,14,1,1,1,0,2,0,0,611170,20560,411255,0,1046885,0,0,0,0,0,3900,611170,10280,411255,0,0,0
7737,0,41,MALE,1691662.82,PROFESSOR,896,14,SA,177,8,5,13,1,1,1,0,2,0,500,679960,68030,128019,0,891309,0,0,0,0,0,15300,679960,34015,128019,0,1,1
1507,0,41,MALE,562538.5,DEPENDANTS,252,6,SA,100,19,15,34,5,2,3,1,4,0,500,218580,18170,226713,44345,525008,0,0,0,0,0,8600,43716,4542.5,75571,44345,1,0
563,0,51,MALE,889231.94,SALARIED EMPLOYEE,230,5,SA,129,14,8,22,4,1,1,0,2,0,3400,948300,60510,810951,0,1830061,0,0,0,0,0,10300,237075,30255,810951,0,1,0
2908,0,51,MALE,468523.69,SALARIED EMPLOYEE,151,14,SA,96,8,6,14,1,1,0,0,4,0,0,415250,35410,0,0,462260,0,0,0,1,0,11600,415250,8852.5,0,0,1,1
19306,0,44,MALE,186388.37,DEPENDANTS,340,22,SA,173,4,3,7,2,0,0,1,0,0,0,903980,0,0,37088,941068,0,0,0,0,0,0,451990,0,0,37088,1,1
231,0,47,FEMALE,297327.04,SELF EMPLOYEE,904,22,SA,137,3,3,6,3,0,0,0,0,1,0,452540,0,0,0,452540,0,0,0,0,0,0,150846.67,0,0,0,1,0
11712,0,44,MALE,1592362.4,PROFESSOR,207,9,CA,206,17,22,39,3,2,7,1,9,0,400,922700,4408060,758618,101291,6231169,0,0,0,0,0,20250,307566.67,489784.44,108374,101291,1,1
1470,0,55,MALE,931448.34,PROFESSOR,483,9,CA,105,57,23,80,11,3,7,1,1,1,40100,908330,47850,440397,141672,1581049,0,0,0,0,0,14266.67,82575.45,47850,62913.86,141672,1,1
18793,0,22,MALE,546442.99,DEPENDANTS,895,14,SA,55,4,3,7,1,0,0,0,2,0,19800,877010,25970,0,0,902980,0,0,0,0,0,0,877010,12985,0,0,0,1
13963,0,39,FEMALE,483302.19,DEPENDANTS,228,9,SA,84,10,5,15,0,1,0,0,4,0,0,0,93230,0,0,107130,0,0,0,0,0,13900,0,23307.5,0,0,1,0
2486,0,30,MALE,9833.53,DEPENDANTS,241,20,SA,128,6,4,10,1,0,0,0,3,1,0,384430,85680,0,0,470110,0,0,0,0,1,0,384430,28560,0,0,1,0
16834,0,27,MALE,6039.88,DEPENDANTS,944,18,SA,209,11,10,21,5,1,0,1,3,0,0,457400,0,0,21307,484607,0,0,0,0,0,5900,91480,0,0,21307,1,0
6837,0,34,FEMALE,163029.86,DEPENDANTS,546,7,SA,120,9,5,14,2,1,1,0,1,0,2600,280070,0,166754,0,449224,0,0,0,0,0,2400,140035,0,166754,0,1,0
9518,0,29,MALE,224505.14,SALARIED EMPLOYEE,140,17,SA,174,6,6,12,1,1,0,0,4,0,1300,430290,65970,0,0,496660,0,0,0,0,0,400,430290,16492.5,0,0,1,0
14606,0,26,MALE,446320.23,PROFESSOR,197,24,SA,192,8,2,10,1,0,0,0,1,0,1400,719880,63160,0,0,783040,1,0,0,0,0,0,719880,63160,0,0,1,1
10730,0,25,MALE,1774661.62,DEPENDANTS,818,3,SA,184,11,10,21,3,1,0,1,5,0,14700,421680,80820,0,115746,628946,0,0,0,0,0,10700,140560,16164,0,115746,1,0
1666,0,26,MALE,591500.02,PROFESSOR,295,22,CA,80,21,1,22,0,0,1,0,0,0,0,0,0,170270,0,170270,1,0,0,0,0,0,0,0,170270,0,0,0
4124,0,31,FEMALE,985784.58,DEPENDANTS,220,10,SA,90,7,5,12,1,1,1,0,2,0,3900,917440,32340,254709,0,1206089,0,0,0,0,0,1600,917440,16170,254709,0,1,1
629,0,25,MALE,686921.78,PROFESSOR,409,11,SA,159,5,6,11,1,1,0,0,4,1,15300,286790,35730,0,0,325920,0,0,0,0,0,3400,286790,8932.5,0,0,1,1
7457,0,37,FEMALE,709623.91,SELF EMPLOYEE,146,20,SA,41,14,7,21,4,1,1,0,1,0,17200,146490,0,220475,0,370865,0,0,0,0,0,3900,36622.5,0,220475,0,1,1
14821,0,39,MALE,187084.44,DEPENDANTS,686,11,SA,196,2,1,3,1,0,0,0,0,1,10300,183800,0,0,0,183800,0,0,0,0,0,0,183800,0,0,0,1,1
9948,0,26,MALE,2140312.39,PROFESSOR,325,9,SA,84,6,5,11,1,1,1,0,2,1,0,552380,32140,565102,0,1165222,0,0,0,0,0,15600,552380,16070,565102,0,1,1
12921,0,23,MALE,292790.09,DEPENDANTS,193,21,CA,205,29,2,31,1,1,0,0,0,0,0,904840,0,0,0,917140,1,0,0,0,0,12300,904840,0,0,0,1,0
10684,0,43,MALE,196635.59,PROFESSOR,451,4,SA,209,5,6,11,2,1,1,0,2,0,40500,186570,47300,635390,0,874160,0,0,0,0,0,4900,93285,23650,635390,0,1,0
17929,0,29,MALE,451670.37,SALARIED EMPLOYEE,319,25,SA,213,8,2,10,2,0,0,0,0,1,0,850040,0,0,0,850040,0,0,0,0,0,0,425020,0,0,0,1,1
5224,0,50,MALE,39769.42,SELF EMPLOYEE,209,27,SA,141,14,3,17,3,0,0,0,0,0,13900,698810,0,0,0,698810,0,0,0,0,0,0,232936.67,0,0,0,1,0
6989,0,50,MALE,375261.46,SELF EMPLOYEE,369,16,SA,108,5,4,9,0,0,0,0,4,1,0,0,30480,0,0,30480,0,0,0,0,0,0,0,7620,0,0,1,0
5334,0,30,MALE,185489.94,SALARIED EMPLOYEE,773,8,SA,42,2,2,4,0,0,0,0,2,0,5900,0,56910,0,0,56910,0,0,0,0,0,0,0,28455,0,0,0,0
10451,0,53,MALE,50618.02,SALARIED EMPLOYEE,183,29,CA,209,45,2,47,0,1,0,1,0,0,2400,0,0,0,79098,90398,0,0,0,0,0,11300,0,0,0,79098,1,0
13019,0,31,MALE,94119.22,PROFESSOR,208,12,CA,207,35,21,56,7,2,6,1,5,1,400,16120,726830,314100,173639,1258689,0,0,0,0,0,14000,2302.86,145366,52350,173639,1,1
8727,0,31,MALE,140148.61,PROFESSOR,707,11,CA,97,37,15,52,2,2,4,1,6,1,0,208370,661390,783986,135435,1813281,0,0,0,0,0,12050,104185,110231.67,195996.5,135435,1,1
5092,0,32,MALE,477346.71,SALARIED EMPLOYEE,215,12,SA,172,11,6,17,1,1,0,0,4,0,10700,553420,85200,0,0,647020,0,0,0,0,0,8400,553420,21300,0,0,1,0
11688,0,36,OTHER,132584.39,PROFESSOR,432,16,CA,213,43,17,60,10,2,0,1,4,1,0,497280,10560,0,75890,623330,0,0,0,0,0,19800,49728,2640,0,75890,1,1
11637,0,26,FEMALE,1016623.89,PROFESSOR,102,31,SA,109,11,4,15,0,3,0,0,1,0,1600,0,88620,0,0,121120,0,0,0,1,0,10833.33,0,88620,0,0,1,1
687,0,38,FEMALE,653843.98,PROFESSOR,121,20,SA,114,8,5,13,1,1,1,0,2,0,3400,440790,17750,236077,0,711417,1,0,0,0,0,16800,440790,8875,236077,0,1,1
6397,0,51,FEMALE,3298282.18,SELF EMPLOYEE,131,4,CA,126,4,4,8,1,0,0,0,3,0,3900,747210,34230,0,0,781440,0,0,0,0,0,0,747210,11410,0,0,1,1
14725,0,54,MALE,3868.99,SALARIED EMPLOYEE,297,3,SA,42,8,7,15,1,1,1,0,4,1,0,947010,31480,598341,0,1581131,0,0,0,0,0,4300,947010,7870,598341,0,1,0
17557,0,48,MALE,15972.79,DEPENDANTS,327,22,CA,113,17,1,18,1,0,0,0,0,0,17000,172120,0,0,0,172120,0,0,0,0,0,0,172120,0,0,0,1,0
9166,0,28,MALE,368730.21,SALARIED EMPLOYEE,473,4,SA,183,6,6,12,3,1,1,0,1,0,15600,783720,0,692250,0,1478870,1,0,0,1,0,2900,261240,0,692250,0,1,0
17152,0,26,FEMALE,92624.56,SELF EMPLOYEE,867,16,SA,155,13,7,20,0,1,1,0,5,0,12300,0,62310,7471,0,80381,0,0,0,0,0,10600,0,12462,7471,0,1,1
1095,0,32,MALE,2631511.45,SALARIED EMPLOYEE,173,19,SA,161,10,5,15,1,1,1,0,2,0,61800,304160,76830,161473,0,546163,0,0,0,0,0,3700,304160,38415,161473,0,1,1
17069,0,27,MALE,12523.81,SALARIED EMPLOYEE,449,13,SA,80,3,2,5,1,0,0,0,1,0,0,931320,0,0,0,931320,0,0,0,0,0,0,931320,0,0,0,1,0
15171,0,32,FEMALE,107862.34,DEPENDANTS,336,21,SA,33,0,2,2,2,0,0,0,0,1,0,965350,0,0,0,965350,0,0,0,0,0,0,482675,0,0,0,1,1
75,0,54,MALE,297317.18,PROFESSOR,593,3,SA,206,14,8,22,0,1,1,0,6,0,0,0,175750,858301,0,1038851,0,0,0,0,0,4800,0,29291.67,858301,0,1,0
17515,0,49,MALE,422526.64,DEPENDANTS,229,28,SA,179,8,4,12,1,1,2,0,0,0,11300,439490,0,248359,0,702149,0,0,0,0,0,14300,439490,0,124179.5,0,1,1
15977,0,36,MALE,95812.78,SALARIED EMPLOYEE,151,28,CA,80,33,4,37,3,1,0,0,0,0,28000,429720,0,0,0,441320,0,0,0,0,0,11600,143240,0,0,0,1,0
6415,0,47,FEMALE,662257.55,DEPENDANTS,341,15,SA,63,8,6,14,1,1,0,0,4,1,24100,82740,97140,0,0,199180,0,0,0,0,0,19300,82740,24285,0,0,1,1
10542,0,31,FEMALE,314599.66,DEPENDANTS,736,22,SA,114,5,2,7,1,1,0,0,0,0,0,36760,0,0,0,44060,1,0,0,0,0,7300,36760,0,0,0,1,0
19099,0,39,MALE,432125.66,PROFESSOR,379,14,SA,149,8,5,13,2,1,1,0,1,1,8400,486730,0,382715,0,883345,0,0,0,1,0,13900,243365,0,382715,0,1,0
15906,0,25,MALE,905697.11,SALARIED EMPLOYEE,164,23,SA,39,11,2,13,1,0,0,0,1,0,39600,696840,71540,0,0,768380,1,0,0,0,1,0,696840,71540,0,0,1,0
5561,0,48,MALE,6204.62,PROFESSOR,135,10,SA,214,6,5,11,2,1,1,0,1,0,32500,205780,0,544693,0,767873,1,0,0,1,0,17400,102890,0,544693,0,1,1
80,0,50,FEMALE,341175.13,PROFESSOR,460,28,SA,219,12,3,15,0,1,1,1,0,0,16800,0,0,73479,150854,227633,0,0,0,0,0,3300,0,0,73479,150854,1,1
4155,0,55,MALE,1610892.7,SALARIED EMPLOYEE,720,13,SA,113,3,2,5,0,0,0,0,2,0,0,0,71030,0,0,71030,0,0,0,0,0,0,0,35515,0,0,1,0
14632,0,25,MALE,43468.89,PROFESSOR,357,28,SA,212,8,1,9,0,0,0,0,1,0,4300,0,20540,0,0,20540,0,0,0,0,0,0,0,20540,0,0,1,1
5823,0,38,MALE,805550.26,PROFESSOR,479,12,SA,46,2,1,3,0,0,0,0,1,0,0,0,89430,0,0,89430,0,0,0,0,0,0,0,89430,0,0,1,1
9311,0,26,MALE,1807.74,SALARIED EMPLOYEE,293,25,SA,110,7,2,9,1,1,0,0,0,0,2900,109010,0,0,0,114810,0,0,0,0,0,5800,109010,0,0,0,1,0
17465,0,36,FEMALE,44996.16,PROFESSOR,236,7,SA,204,7,5,12,2,1,1,0,1,1,10600,860470,0,769844,0,1631714,0,0,0,0,0,1400,430235,0,769844,0,1,0
10293,0,50,MALE,140634.41,SALARIED EMPLOYEE,829,9,SA,135,10,6,16,2,1,1,0,2,0,0,691030,78570,393351,0,1181751,0,0,0,0,0,18800,345515,39285,393351,0,1,1
15932,0,41,MALE,12654.54,SELF EMPLOYEE,736,20,SA,37,12,6,18,1,1,0,0,4,1,3700,577660,35610,0,0,627470,0,0,0,0,0,14200,577660,8902.5,0,0,1,0
6867,0,51,MALE,49781.08,SALARIED EMPLOYEE,570,13,SA,38,5,5,10,2,1,1,0,1,0,0,943900,0,839636,0,1790936,0,0,0,0,0,7400,471950,0,839636,0,1,1
11549,0,35,MALE,1191692.46,SALARIED EMPLOYEE,440,17,SA,96,5,6,11,1,1,0,0,4,1,4800,127320,34690,0,0,174310,0,0,0,0,0,12300,127320,8672.5,0,0,0,0
691,0,32,MALE,495927.56,SALARIED EMPLOYEE,255,4,SA,218,7,7,14,2,1,0,0,4,0,14300,822820,83820,0,0,908940,0,0,0,0,0,2300,411410,20955,0,0,1,0
3761,0,30,MALE,1025700.4,SELF EMPLOYEE,503,22,SA,198,14,3,17,2,1,0,0,0,1,11600,351850,0,0,0,371550,0,0,0,0,0,19700,175925,0,0,0,1,0
13811,0,31,FEMALE,273978.05,PROFESSOR,630,13,SA,77,4,3,7,1,0,0,0,2,0,19300,131720,91510,0,0,223230,0,0,0,0,0,0,131720,45755,0,0,1,1
5095,0,22,MALE,872849.96,SALARIED EMPLOYEE,151,28,CA,123,12,1,13,1,0,0,0,0,0,7300,137490,0,0,0,137490,0,0,0,0,0,0,137490,0,0,0,1,0
7619,0,49,MALE,42398.01,SALARIED EMPLOYEE,145,20,SA,133,16,14,30,2,2,4,1,5,1,13900,169250,64910,1134,89395,326389,0,0,0,0,0,850,84625,12982,283.5,89395,1,1
2153,0,40,FEMALE,55749.67,PROFESSOR,389,22,SA,145,12,3,15,3,0,0,0,0,0,0,299990,0,0,0,299990,0,0,0,0,0,0,99996.67,0,0,0,1,1
15696,0,23,MALE,1611255.01,SELF EMPLOYEE,333,6,CA,97,6,6,12,2,1,1,0,2,1,17400,450270,20420,613153,0,1086743,0,0,0,0,0,2900,225135,10210,613153,0,1,1
15464,0,25,FEMALE,128583.06,SELF EMPLOYEE,255,9,SA,156,4,6,10,3,1,1,0,1,0,0,534260,0,633082,0,1179842,0,0,0,0,0,12500,178086.67,0,633082,0,0,1
7480,0,55,MALE,295709.23,SALARIED EMPLOYEE,290,18,SA,136,6,5,11,1,1,1,0,2,0,0,774010,81670,340755,0,1214335,0,0,0,1,0,17900,774010,40835,340755,0,1,0
15043,0,25,MALE,1098490.79,DEPENDANTS,497,4,CA,52,22,29,51,7,3,9,2,8,0,0,945070,58260,319147,182814,1518691,0,0,0,0,0,4466.67,135010,7282.5,35460.78,91407,1,1
12193,0,28,MALE,133320.52,PROFESSOR,173,29,SA,30,0,4,4,3,0,1,0,0,0,5800,314360,0,284948,0,599308,0,0,0,0,0,0,104786.67,0,284948,0,1,1
16418,0,35,MALE,712086.58,SALARIED EMPLOYEE,735,13,SA,43,11,6,17,2,1,1,0,2,0,1400,118580,25370,702214,0,851464,0,0,0,0,0,5300,59290,12685,702214,0,1,0
15393,0,41,MALE,115979.68,SALARIED EMPLOYEE,268,24,SA,166,18,1,19,1,0,0,0,0,0,18800,783390,0,0,0,783390,0,0,0,0,0,0,783390,0,0,0,1,1
5253,0,39,FEMALE,435077.4,DEPENDANTS,177,7,SA,35,6,5,11,1,1,1,0,2,0,14200,612170,29440,912815,0,1558025,0,0,0,0,0,3600,612170,14720,912815,0,1,0
9552,0,51,MALE,3225322.18,PROFESSOR,192,25,SA,193,4,1,5,1,0,0,0,0,0,7400,680640,0,0,0,680640,0,0,0,0,0,0,680640,0,0,0,1,1
10456,0,51,MALE,1242727.9,SALARIED EMPLOYEE,118,7,CA,85,31,18,49,7,2,0,1,8,0,3600,955010,443310,0,112491,1513911,0,0,0,0,0,1550,136430,55413.75,0,112491,1,0
11078,0,38,MALE,75805.47,SELF EMPLOYEE,601,19,SA,164,14,7,21,0,1,1,0,5,0,12300,0,683310,676881,0,1379691,0,0,0,0,0,19500,0,136662,676881,0,1,0
11176,0,51,MALE,655956.75,SELF EMPLOYEE,609,1,SA,110,5,4,9,3,0,0,0,1,0,2300,146510,0,0,0,146510,0,0,0,0,0,0,48836.67,0,0,0,1,0
17759,0,46,FEMALE,222646.67,PROFESSOR,129,20,CA,95,26,2,28,0,0,0,2,0,0,19700,0,0,0,180881,180881,0,0,0,0,0,0,0,0,0,90440.5,1,1
15212,0,50,MALE,72565.28,SALARIED EMPLOYEE,821,11,SA,53,7,7,14,1,1,1,0,4,1,0,75850,73020,767763,0,935333,0,0,0,0,0,18700,75850,18255,767763,0,1,1
19839,0,35,MALE,1456311.55,SALARIED EMPLOYEE,102,13,SA,63,4,6,10,2,1,1,0,2,0,0,394620,24750,429240,0,868210,0,0,0,0,0,19600,197310,12375,429240,0,1,1
2513,0,31,MALE,119690.33,SALARIED EMPLOYEE,188,30,CA,217,47,3,50,2,0,0,0,1,1,1700,705730,67880,0,0,773610,0,0,0,0,1,0,352865,67880,0,0,1,0
17160,0,47,MALE,72585.66,DEPENDANTS,202,17,SA,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13464,0,42,MALE,1427270.33,PROFESSOR,639,15,SA,111,7,5,12,1,1,1,0,2,0,2900,421380,98450,30479,0,553609,0,0,0,1,0,3300,421380,49225,30479,0,0,0
6616,0,50,MALE,2168780.41,DEPENDANTS,212,23,CA,121,31,3,34,2,1,0,0,0,0,17700,294190,0,0,0,301990,0,0,0,0,0,7800,147095,0,0,0,1,1
15293,0,42,MALE,85881.93,SELF EMPLOYEE,180,22,SA,220,2,3,5,3,0,0,0,0,0,12500,142390,0,0,0,142390,0,0,0,0,0,0,47463.33,0,0,0,1,0
17057,0,32,MALE,3337.7,SALARIED EMPLOYEE,762,11,CA,183,16,21,37,9,2,5,1,4,1,17900,334840,80170,893204,110882,1453896,0,0,0,0,0,17400,37204.44,20042.5,178640.8,110882,1,1
2043,0,52,MALE,336207.31,SALARIED EMPLOYEE,219,26,CA,74,12,4,16,0,1,1,0,2,1,13400,0,56410,893299,0,960809,0,0,0,0,0,11100,0,28205,893299,0,1,0
13491,0,39,FEMALE,17375.06,DEPENDANTS,344,7,SA,82,14,7,21,2,1,0,0,4,0,0,761920,97440,0,0,870860,0,0,0,0,0,11500,380960,24360,0,0,1,1
512,0,30,MALE,200734.15,DEPENDANTS,695,15,SA,142,8,6,14,1,1,0,0,4,1,0,305110,95110,0,0,412320,0,0,0,0,0,12100,305110,23777.5,0,0,1,1
182,0,43,FEMALE,175633.84,DEPENDANTS,218,11,SA,173,20,16,36,9,2,0,1,4,0,3600,473820,63560,0,96274,650754,0,0,0,0,0,8550,52646.67,15890,0,96274,1,1
132,0,22,FEMALE,95635.88,SELF EMPLOYEE,642,12,SA,78,16,15,31,3,2,4,1,5,0,24700,389680,944230,697693,74504,2109007,1,0,0,0,1,1450,129893.33,188846,174423.25,74504,1,0
1931,0,47,FEMALE,240058.1,DEPENDANTS,989,21,SA,66,10,4,14,1,2,0,0,1,1,0,915670,66680,0,0,1009350,0,0,0,0,0,13500,915670,66680,0,0,1,0
17554,0,41,FEMALE,58510.56,DEPENDANTS,815,29,SA,144,3,1,4,0,0,1,0,0,0,3100,0,0,287148,0,287148,0,0,0,0,0,0,0,0,287148,0,0,1
6248,0,30,MALE,835353.81,DEPENDANTS,166,14,SA,182,14,7,21,3,1,1,0,2,0,19500,994590,49970,802859,0,1865019,0,0,0,0,0,17600,331530,24985,802859,0,1,0
4496,0,44,FEMALE,487604.67,SALARIED EMPLOYEE,106,8,SA,91,9,5,14,0,1,0,0,4,0,0,0,11290,0,0,24790,0,0,0,0,0,13500,0,2822.5,0,0,1,0
4716,0,41,FEMALE,1969761.77,PROFESSOR,100,16,SA,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
